Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
189.cn,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
grantland.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
distractify.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
fazenda.gov.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,0
grantland.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0
olx.in,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,0
olx.ro,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,1,0
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,0,0,1,1,1,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
irecommend.ru,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0
yourlust.com,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,0,0
livestream.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
olx.co.id,0,0,1,5,0,0,1,0,0,1,0,1,1,1,1,1,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
abc.go.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
web.de,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0
likemag.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
unity3d.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
mixi.jp,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
500px.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
iconosquare.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
variety.com,0,0,1,7,0,0,0,0,0,1,0,1,0,1,1,0,0
fanpage.gr,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,0,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
onedio.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
allegro.pl,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
espn.go.com,0,0,1,7,0,0,0,0,0,1,1,1,0,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
europa.eu,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,1,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0
xueqiu.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
persianblog.ir,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,1,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
pikabu.ru,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
allegro.pl,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
motherless.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
slickdeals.net,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
babal.net,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
ecnavi.jp,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
fanpage.gr,0,0,1,3,0,0,0,0,0,0,1,1,0,1,1,1,0
diply.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,0
otomoto.pl,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
myspace.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0
telegraf.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,1,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
hubpages.com,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0
variety.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
gizmodo.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
maybank2u.com.my,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,0
diply.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
comicbook.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0
olx.ro,0,0,1,6,0,0,0,0,0,1,0,1,0,1,1,1,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
xvideo-jp.com,0,0,1,5,0,0,0,1,0,1,0,0,0,1,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
olx.pl,0,0,1,7,0,0,0,0,0,1,0,1,0,1,1,1,0
themeforest.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,0,0
lifehacker.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
kotaku.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
kickass.to,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0
ecnavi.jp,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0
themeforest.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
xossip.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,0,0,1,1,1,0
espn.go.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,0
genius.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
variety.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
cox.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,0,0
1337x.to,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
cox.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,0,0
persianblog.ir,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,1,0
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
olx.pl,0,0,1,7,0,0,0,0,0,1,0,1,0,1,1,1,0
steamcommunity.com,0,0,1,9,1,0,0,0,0,1,0,0,0,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,0,0
nrk.no,0,0,1,7,0,0,0,0,0,1,1,1,0,1,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0
ringring.vn,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
cookpad.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
nhs.uk,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0
web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,0,0,1,1,1,0,0
xvideo-jp.com,0,0,1,4,0,0,0,1,0,1,0,0,0,1,1,0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,0
css-tricks.com,0,0,1,2,0,0,0,1,0,1,0,1,0,1,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
io9.com,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,0
jalopnik.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,0
medium.com,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,0
allegro.pl,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
evernote.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
wikimapia.org,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0
tebyan.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
moviepilot.com,0,0,1,5,0,0,1,0,0,0,1,1,1,1,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,1,1,1,1,1,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,0
cox.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,0,0
medium.com,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0
wikimapia.org,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0
189.cn,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0
thenextweb.com,0,0,1,5,0,0,0,0,0,1,0,0,1,1,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0
fishki.net,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0
onedio.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0
indianexpress.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
ringring.vn,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0
ww.zona-segura.beta.vpphoangha.vn,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
better.com.np,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
betechfit.com,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,1,1
brooksnewsports.top,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
s.smcbazmsezrs.icu,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
service23.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
claim-porsche.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
doc-postale.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
unstabledomains.info,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,1
zy2b1r.webwave.dev,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
ms01-0utlook-invite.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
metafb-442nf3o.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
apereunion-nft.xyz,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
bafybeicm43px6o27r5emoydd7gf3xc6wj6ryisdbezzpglg6mqszrpgswa.ipfs.w3s.link,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
jantreuniytra.tirantidernadenis.site,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
supportclient001client.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
admin-login-aspx.gtt-ltd.eu,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1,0,1
att-103746.weeblysite.com,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
page-inspection-35789.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
btconnect-d7d2ed.webflow.io,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
hedefpanel.net,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
go-gmxexchange.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
confirm-open-messeges.match-member.workers.dev,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1
queenslandsunshinecoast.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,0,1
taanug.org,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,1
somecalmnotif.negroengrbrac.repl.co,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
cureinsomnia.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
mjaymu1hetuymhro.filesusr.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
fb-metacase213423423423413.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
zeilkamp.info,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
succesvalidecol.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
cheekychicphotography.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
mail-104136.square.site,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
metamasklido.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
carnavalluiza.online,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
lal9--fuapp556.repl.co,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1,0,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
pxlme.me,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
laqxrnqgae.temp.swtest.ru,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,1
consoleclepassdigital.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
vinted-pl-gj32d.harrylu.top,0,0,1,2,0,0,1,1,0,1,1,1,1,1,1,1,1
jofrasafaris.co.ke,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
uudl59.webwave.dev,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
pookokecooen.rafcome.ga,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
fx15122022fxx-fx-1312962597.cos.ap-chengdu.myqcloud.com,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1
s7ut-ax.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
dev-janjuty67.pantheonsite.io,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
bafybeicf6h3nvvpu7tjzrlo6sxdi4rkxhr535rb264spdjt3f3ed2pba74.ipfs.w3s.link,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
cm.g.doubleclick.net,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
karachikitchen.com,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,1
it.168-61-223-143.cprapid.com,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
ljjz0pzy1w.trailmagic.org.,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1
gigaspottedattributes.sesssionrealod.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
us11.list-manage.com,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1
onl.bz,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,0,1,1,1,0,1,1,0,1
s.smcbscmeuu.icu,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
alliegrolokemkk.mosthiborafgafu.tk,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
regoin5.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
ljksinposrt.cadodcyalinara.cf,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
meta-page-appeal-16349-14749.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
1gmgwiujgw.ru,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
sandalychacosklep.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
buxff-163.com,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1
appsctrl08.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
verifiedownlpro.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
pakunek-allegro.e-kei.pl,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
sg-secupass.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
de028s8z8a9s2-r829s8zas92.rosatru.co.pl,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1
sites.google.com,0,0,0,3,0,0,0,0,0,1,1,1,0,1,1,0,1
wajon.wholedirty.top,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
portal-tuya-exito.tuappco.xyz,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1
vxwps.formatdue.top,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
objectstorage.eu-frankfurt-1.oraclecloud.com,0,0,1,6,0,0,0,1,0,1,0,1,0,1,1,0,1
remondremeret.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
charlywata-ca853.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
yrtrter.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
one-viseca-gesperrt.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
paypal-inc-userupdatenuber7925570844.blogspot.com,0,0,1,3,0,0,1,1,1,1,1,1,0,1,1,0,1
fanlink.to,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
eanjpjztvgdvqv.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
